crossing time (s)	slope (V/s)	crossing number
3232.644951	48.112001	4686
3233.641570	42.458851	4687
3234.658904	41.382071	4688
3235.668564	34.473283	4689
3236.729829	37.076829	4690
3237.745416	34.593744	4691
3238.754310	30.797763	4692
3239.794584	28.075035	4693
3240.853014	24.339296	4694
3241.806163	20.231469	4695
3242.851713	21.826345	4696
3243.874555	21.955397	4697
3244.341408	-7.905049	4698
3244.935116	17.867947	4699
3245.877772	17.127175	4700
3247.021290	14.960585	4701
3247.957843	16.371580	4702
3249.011528	14.570158	4703
3249.977715	14.840790	4704
3251.103580	11.854197	4705
3251.564958	-7.810306	4706
3252.118477	11.798555	4707
3253.087193	11.878675	4708
3254.143549	7.650585	4709
3255.171793	8.933496	4710
3256.189154	10.155553	4711
3257.225205	7.035378	4712
3258.247408	5.404202	4713
3259.277324	4.911001	4714
3260.260304	6.512568	4715
3261.355038	5.895962	4716
3262.328360	3.711076	4717
