crossing time (s)	slope (V/s)	crossing number
7315.358459	19.792523	11360
7316.406300	23.676699	11361
7317.432069	19.074012	11362
7318.431949	22.866654	11363
7319.464649	20.486575	11364
7320.487407	21.780591	11365
7321.552534	19.505914	11366
7322.525513	22.103531	11367
7323.535970	19.558356	11368
7324.055343	-2.843371	11369
7324.544356	21.207806	11370
7325.615884	18.514998	11371
7326.628399	19.155599	11372
7327.631942	17.944641	11373
7328.657218	21.592325	11374
7329.631612	20.398890	11375
7330.745477	18.976580	11376
7331.218688	-2.468078	11377
7331.741224	19.105864	11378
7332.741710	17.408105	11379
7333.769484	18.366263	11380
7334.286100	-3.276226	11381
7334.804084	16.844873	11382
7335.823360	14.848552	11383
7336.827699	15.863868	11384
7337.854891	18.045414	11385
7338.917620	15.816747	11386
7339.942927	17.595321	11387
7340.965805	14.261588	11388
7341.959930	15.041254	11389
7342.965229	15.490538	11390
7344.037447	14.356449	11391
7345.008249	15.233916	11392
7346.044941	14.963655	11393
7347.049292	15.475182	11394
7348.115732	15.624061	11395
7349.055982	15.847714	11396
7350.173487	13.776768	11397
7351.151485	13.503375	11398
7352.197357	12.467304	11399
7353.223142	13.631228	11400
7354.193602	14.351614	11401
7355.229646	15.102027	11402
7356.243342	13.955721	11403
7357.296035	13.004219	11404
7358.282979	11.112062	11405
7358.843851	-2.001102	11406
7359.383195	13.887911	11407
7360.353582	7.245741	11408
7361.369940	10.441187	11409
7362.413725	11.885339	11410
7363.417663	14.759605	11411
7364.511612	14.807323	11412
7365.435294	11.937134	11413
7366.517081	9.419815	11414
7367.463184	11.929387	11415
7368.530259	9.858064	11416
7369.566463	9.706086	11417
7370.543897	11.400846	11418
7371.582139	12.010735	11419
7372.653352	11.068313	11420
7373.634624	10.449167	11421
7374.640162	9.676507	11422
7375.688423	9.079491	11423
7376.728936	10.563562	11424
7377.787611	8.143566	11425
7378.742283	8.533755	11426
7379.767891	10.869610	11427
7380.811363	11.350267	11428
7381.757944	4.768826	11429
7382.827541	10.137293	11430
7383.854409	10.764180	11431
7384.903034	8.918230	11432
7385.856234	8.873736	11433
7386.932955	8.057067	11434
7387.960556	9.079187	11435
7388.458877	-3.494483	11436
7388.956170	7.809650	11437
7389.980538	9.219448	11438
7391.029374	7.712974	11439
7392.020668	9.919510	11440
7393.064160	6.236666	11441
7394.086133	8.644914	11442
7395.100378	9.180213	11443
7395.600076	-2.632709	11444
7396.126376	8.042683	11445
7397.145735	6.114475	11446
7398.149124	9.909973	11447
7399.192094	8.170883	11448
7399.687429	-1.963189	11449
7400.235049	1.827840	11450
7401.258897	6.138939	11451
7402.215124	6.811903	11452
7403.298367	9.241106	11453
7404.270494	7.204719	11454
7405.377111	9.060862	11455
7406.357799	5.977857	11456
7407.351014	8.043300	11457
7408.382625	7.856052	11458
7408.884271	-1.852805	11459
7409.413833	5.926266	11460
7410.397075	7.649127	11461
7411.436854	7.475280	11462
7412.446993	4.197434	11463
7413.541143	6.183734	11464
7414.524547	3.640151	11465
7415.540859	7.792377	11466
7416.525594	5.622159	11467
7417.601927	7.128152	11468
7418.589556	4.968134	11469
7419.658543	5.806100	11470
7420.600323	6.156608	11471
7421.683951	6.261759	11472
7422.666784	4.025983	11473
7423.733966	6.484852	11474
7424.685113	5.056235	11475
7425.794133	3.205094	11476
7426.226287	-3.723794	11477
7426.719642	6.851589	11478
7427.252260	-4.636334	11479
