crossing time (s)	slope (V/s)	crossing number
1576.318747	62.929268	1652
1577.368365	50.113304	1653
1578.361791	45.731132	1654
1579.425444	39.917060	1655
1580.425751	35.286241	1656
1581.448296	26.437971	1657
1582.419081	21.807241	1658
1583.494129	18.143473	1659
1584.518805	16.704947	1660
1585.585250	15.250237	1661
1586.588666	10.685371	1662
1587.615363	8.521992	1663
1588.626178	5.730545	1664
1589.692129	7.674072	1665
1590.681382	3.073494	1666
1591.706695	6.230210	1667
1592.734492	5.470391	1668
1593.835673	4.945918	1669
1594.762944	0.783809	1670
1595.847139	1.390491	1671
