time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2585.665437	157.082947	0.660452	0.015312	75
2587.718279	156.951447	0.612334	0.014349	77
2589.765907	143.095261	0.303600	0.081105	79
2590.788939	346.983276	0.308364	0.061704	81
2592.837568	336.482758	0.500585	0.011976	83
2594.884576	337.285828	0.464420	0.012371	85
2596.929939	337.932465	0.423406	0.010092	87
2598.984775	336.545929	0.389626	0.008347	89
2601.030526	336.587494	0.363862	0.009710	91
2602.552859	262.611237	0.096516	0.100000	93
2604.125763	156.300095	0.320688	0.008065	95
2606.158768	156.750137	0.296522	0.007565	97
2608.212883	157.217422	0.272306	0.006599	99
2610.275169	157.195404	0.251906	0.005727	101
2612.303653	156.872223	0.229777	0.005135	103
2614.362450	156.694489	0.209382	0.005055	105
2615.863331	67.640274	0.004544	0.081667	107
2617.408269	336.621399	0.189756	0.004022	109
2619.478268	336.126831	0.169236	0.003691	111
2621.552964	281.116516	0.050749	0.069923	113
2622.571176	157.770706	0.141275	0.002085	115
2624.597264	155.319519	0.139020	0.003506	117
