time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
1715.610685	152.158600	0.844042	-0.021005	167
1717.661371	151.920883	0.707992	-0.018936	169
1719.720274	152.057617	0.588237	-0.015460	171
1721.784014	153.037125	0.489723	-0.012874	173
1723.828589	153.287659	0.412121	-0.013312	175
1725.873334	150.882080	0.340300	-0.011657	177
1727.927184	159.668106	0.181102	-0.026249	179
1728.947117	314.804718	0.162910	-0.050905	181
1730.990724	330.524048	0.207804	-0.006235	183
1733.059034	333.471344	0.175539	-0.004834	185
