time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4914.041945	329.986328	0.658778	-0.009097	15
4916.093289	329.952728	0.639348	-0.009311	17
4918.135027	329.968658	0.620505	-0.009445	19
4920.188108	329.999298	0.601932	-0.009241	21
4922.229345	329.962769	0.582667	-0.009163	23
4924.278585	329.968231	0.564084	-0.009298	25
4926.320602	329.955719	0.547889	-0.009358	27
4928.368681	329.908112	0.531797	-0.009188	29
4930.415416	329.863586	0.516373	-0.009189	31
4932.461682	329.816864	0.498692	-0.009038	33
4934.509956	329.748199	0.481409	-0.008885	35
4936.552394	329.791016	0.469547	-0.008940	37
4938.600859	329.785553	0.453389	-0.008739	39
4940.647411	329.739227	0.439385	-0.008720	41
4942.693768	329.709198	0.424959	-0.008587	43
4944.748907	329.713684	0.411500	-0.008534	45
4946.788197	329.669098	0.397895	-0.008263	47
4948.845186	329.701233	0.386574	-0.008121	49
4950.886113	329.644531	0.373191	-0.008000	51
4952.926761	329.762451	0.363727	-0.007899	53
4954.985133	335.900024	0.223823	-0.027109	55
4956.011952	142.135345	0.230282	-0.028926	57
4958.060676	149.847031	0.333639	-0.007658	59
4960.096428	149.763504	0.323895	-0.007767	61
4962.154897	149.785950	0.313886	-0.007495	63
4964.187329	149.716370	0.302978	-0.007416	65
4966.239069	149.566299	0.293030	-0.007447	67
