time (s)	det(V)
5709.284851	-0.864279	
5709.286394	-0.895197	
5709.287925	-0.804390	
5709.289416	-0.840967	
5709.291029	-0.802199	
5709.292512	-0.704774	
5709.294094	-0.665590	
5709.295585	-0.644575	
5709.297166	-0.596650	
5709.298659	-0.547154	
5709.300214	-0.597310	
5709.301730	-0.505312	
5709.303292	-0.493778	
5709.304841	-0.442305	
5709.306321	-0.374806	
5709.307918	-0.338539	
5709.309414	-0.252228	
5709.311012	-0.264035	
5709.312500	-0.207655	
5709.314080	-0.249880	
5709.315568	-0.186687	
5709.317132	-0.127439	
5709.318653	-0.062523	
5709.320216	-0.067042	
5709.321737	0.016360	
5709.323268	0.034753	
5709.324828	0.033883	
5709.326337	0.073437	
5709.327912	0.176449	
5709.329415	0.194174	
5709.331001	0.208519	
5709.332500	0.191431	
5709.334050	0.196607	
5709.335559	0.323757	
5709.337128	0.274479	
5709.338645	0.389121	
5709.340177	0.441283	
5709.341753	0.436199	
5709.343250	0.480962	
5709.344816	0.525588	
5709.346333	0.531771	
5709.347921	0.490775	
5709.349420	0.627207	
5709.350978	0.700816	
5709.352496	0.673383	
5709.354038	0.758832	
5709.355575	0.817943	
5709.357090	0.726231	
5709.358682	0.828675	
5709.360166	0.867842	
5709.361940	0.665246	
5709.363483	0.900339	
5709.365176	0.784166	
5709.366737	1.035614	
5709.368407	0.845276	
5709.369964	1.110379	
5709.371620	0.879500	
5709.373200	1.166868	
5709.374844	0.960816	
5709.376446	1.198386	
5709.378054	1.039352	
5709.379705	1.220928	
5709.381300	1.150203	
5709.382950	1.306208	
5709.384541	1.207977	
5709.386206	1.338394	
5709.387796	1.315497	
5709.389480	1.362202	
5709.391040	1.372736	
5709.392750	1.376841	
5709.394284	1.393373	
5709.395973	1.391310	
5709.397512	1.397014	
5709.399249	1.396853	
5709.400747	1.396966	
5709.402488	1.396877	
5709.403978	1.397014	
5709.405751	1.396930	
5709.407233	1.396946	
5709.409019	1.397006	
5709.410500	1.397006	
5709.412248	1.397079	
5709.413740	1.396898	
5709.415467	1.397087	
5709.416979	1.396861	
5709.418714	1.397123	
5709.420235	1.397038	
5709.421953	1.397107	
5709.423481	1.396914	
5709.425174	1.397159	
5709.426730	1.396853	
5709.428313	1.397135	
5709.429919	1.396906	
5709.431472	1.397123	
5709.433090	1.396962	
5709.434615	1.397071	
5709.436294	1.396926	
5709.437770	1.396885	
5709.439465	1.397038	
5709.440940	1.396962	
5709.442626	1.397010	
5709.444116	1.396994	
5709.445821	1.396986	
5709.447319	1.396966	
5709.449029	1.397115	
5709.450514	1.396946	
5709.452201	1.397079	
5709.453695	1.396890	
5709.455341	1.397164	
5709.456870	1.397019	
5709.458504	1.397107	
5709.460078	1.396889	
5709.461654	1.396990	
5709.463265	1.396881	
5709.464765	1.397119	
5709.466401	1.396954	
5709.467913	1.396974	
5709.469543	1.396962	
5709.471017	1.397039	
5709.472649	1.396986	
5709.474136	1.396901	
5709.475759	1.396986	
5709.477240	1.396970	
5709.478827	1.396994	
5709.480350	1.396894	
5709.481919	1.397159	
5709.483465	1.396809	
5709.484956	1.396906	
5709.486604	1.396841	
5709.488092	1.397002	
5709.489725	1.397031	
5709.491256	1.396930	
5709.492864	1.396998	
5709.494341	1.396886	
5709.495982	1.396998	
5709.497467	1.397006	
5709.499074	1.396970	
5709.500571	1.396930	
5709.502089	1.396934	
5709.503639	1.396982	
5709.505140	1.396881	
5709.506718	1.396946	
5709.508214	1.396918	
5709.509781	1.396926	
5709.511300	1.396926	
5709.512870	1.397063	
5709.514345	1.396910	
5709.515909	1.396865	
5709.517405	1.396789	
5709.518956	1.396982	
5709.520478	1.396922	
5709.521965	1.396934	
5709.523535	1.396986	
5709.525047	1.397055	
5709.526636	1.396958	
5709.528128	1.397002	
5709.529710	1.396894	
5709.531195	1.396909	
5709.532766	1.397019	
5709.534265	1.396845	
5709.535765	1.396986	
5709.537366	1.396918	
5709.538859	1.396914	
5709.540434	1.397006	
5709.541939	1.396986	
5709.543517	1.397022	
5709.545019	1.396926	
5709.546544	1.397035	
5709.548088	1.396998	
5709.549630	1.396877	
5709.551169	1.396910	
5709.552698	1.396942	
5709.554257	1.396906	
5709.555749	1.396930	
5709.557342	1.397014	
5709.558841	1.396805	
5709.560417	1.396918	
5709.561915	1.397014	
5709.563469	1.397047	
5709.564998	1.396942	
5709.566537	1.396962	
5709.568080	1.396869	
5709.569593	1.397123	
5709.571177	1.396958	
5709.572662	1.397043	
5709.574237	1.396934	
5709.575754	1.396930	
5709.577354	1.397027	
5709.578843	1.396894	
5709.580401	1.396966	
5709.581928	1.396958	
5709.583482	1.396910	
5709.585014	1.396773	
5709.586522	1.396849	
5709.588087	1.396841	
5709.589596	1.396938	
5709.591168	1.396853	
5709.592654	1.396857	
5709.594236	1.396922	
5709.595734	1.396825	
5709.597302	1.396829	
5709.598822	1.396805	
5709.600378	1.396765	
5709.601900	1.396749	
5709.603419	1.396736	
5709.604965	1.396744	
5709.606487	1.396873	
5709.608050	1.396841	
5709.609543	1.396801	
5709.611106	1.396777	
5709.612637	1.396644	
5709.614231	1.396128	
5709.615714	1.396539	
5709.617243	1.396696	
5709.618792	1.396136	
5709.620318	1.396305	
5709.621859	1.392370	
5709.623364	1.396189	
5709.624939	1.396148	
5709.626426	1.393296	
5709.627998	1.365319	
5709.629517	1.394634	
5709.631095	1.375237	
5709.632593	1.289970	
5709.634196	1.122295	
5709.635926	1.251153	
5709.637437	1.203280	
5709.639183	1.145406	
5709.640677	1.220352	
5709.642442	1.138328	
5709.643924	1.161374	
5709.645692	1.097730	
5709.647169	1.124599	
5709.648948	1.014662	
5709.650435	1.136805	
5709.652192	1.033438	
5709.653699	1.133639	
5709.655444	0.972337	
5709.656962	1.118218	
5709.658693	0.945899	
5709.660214	1.075264	
5709.661940	0.873812	
5709.663470	1.082048	
5709.665170	0.868692	
5709.666727	1.002569	
5709.668422	0.825549	
5709.669994	1.050676	
5709.671657	0.775855	
5709.673224	0.972313	
5709.674871	0.768165	
5709.676462	0.974037	
5709.678101	0.734199	
5709.679706	0.952671	
5709.681302	0.753285	
5709.682950	0.899714	
5709.684533	0.751045	
5709.686210	0.852228	
5709.687801	0.733502	
5709.689456	0.885897	
5709.691029	0.753684	
5709.692719	0.784782	
5709.694273	0.694101	
5709.695998	0.744773	
5709.697548	0.741011	
5709.699258	0.693206	
5709.700785	0.667341	
5709.702509	0.664404	
5709.703988	0.794333	
5709.705665	0.655244	
5709.707156	0.708228	
5709.708825	0.614022	
5709.710329	0.694781	
5709.711979	0.595991	
5709.713506	0.692115	
5709.715128	0.498103	
5709.716679	0.727600	
5709.718270	0.514212	
5709.719862	0.655610	
5709.721421	0.539663	
5709.723040	0.635678	
5709.724550	0.525391	
5709.726226	0.586392	
5709.727698	0.529979	
5709.729417	0.580252	
5709.730888	0.540879	
5709.732586	0.454416	
5709.734066	0.480801	
5709.735769	0.454202	
5709.737253	0.523892	
5709.738959	0.404219	
5709.740459	0.580361	
5709.742040	0.412155	
5709.743578	0.535473	
5709.745125	0.386164	
5709.746717	0.479149	
5709.748205	0.379722	
5709.749841	0.407490	
5709.751343	0.400839	
5709.752995	0.335121	
5709.754489	0.427849	
5709.756118	0.391626	
5709.757609	0.411635	
5709.759238	0.298814	
5709.760735	0.405987	
5709.762357	0.255787	
5709.763843	0.375976	
5709.765461	0.275542	
5709.766971	0.368435	
5709.768549	0.247114	
5709.770122	0.347834	
5709.771630	0.291837	
5709.773269	0.321070	
5709.774761	0.296332	
5709.776387	0.253342	
5709.777907	0.292707	
5709.779539	0.290149	
5709.781017	0.283631	
5709.782582	0.198549	
5709.784068	0.286209	
5709.785634	0.188172	
5709.787141	0.241499	
5709.788637	0.189646	
5709.790189	0.173533	
5709.791701	0.223117	
5709.793278	0.256577	
5709.794781	0.250978	
5709.796346	0.229809	
5709.797871	0.199806	
5709.799425	0.240528	
5709.800925	0.212757	
5709.802473	0.243303	
5709.803979	0.276815	
5709.805506	0.188615	
5709.807053	0.159547	
5709.808548	0.141806	
5709.810126	0.130458	
5709.811640	0.096963	
5709.813229	0.089140	
5709.814730	0.188236	
5709.816303	0.123550	
5709.817806	0.130257	
5709.819306	0.110792	
5709.820900	0.138700	
5709.822379	0.116286	
5709.823966	0.100560	
5709.825456	0.090433	
5709.827041	0.115231	
5709.828565	0.114546	
5709.830142	0.080020	
5709.831627	0.123006	
5709.833179	0.005943	
5709.834706	0.028103	
5709.836218	0.074835	
5709.837779	0.102320	
5709.839272	0.088519	
5709.840842	0.018809	
5709.842358	0.054029	
5709.843937	0.067693	
5709.845436	0.047781	
5709.847003	0.034753	
5709.848519	0.066295	
5709.850081	-0.000164	
5709.851603	0.057525	
5709.853164	-0.007874	
5709.854700	-0.005216	
5709.856190	-0.004152	
5709.857742	0.020030	
5709.859259	0.023099	
5709.860842	-0.090817	
5709.862348	-0.088759	
5709.863902	-0.064226	
5709.865422	-0.037442	
5709.866946	-0.044798	
5709.868477	-0.060980	
5709.870012	-0.068331	
5709.871560	-0.056126	
5709.873046	-0.071578	
5709.874614	-0.110935	
5709.876128	-0.103253	
5709.877717	-0.066982	
5709.879215	-0.142505	
5709.880782	-0.079301	
5709.882304	-0.106987	
5709.883856	-0.189048	
5709.885384	-0.137961	
5709.886923	-0.133340	
5709.888467	-0.170973	
5709.889982	-0.162663	
5709.891538	-0.205455	
5709.893050	-0.168218	
5709.894638	-0.293490	
5709.896128	-0.186869	
5709.897679	-0.204497	
5709.899201	-0.240329	
5709.900760	-0.286312	
5709.902278	-0.222846	
5709.903820	-0.332851	
5709.905351	-0.258730	
5709.906871	-0.293386	
5709.908417	-0.213971	
5709.909945	-0.367986	
5709.911681	-0.546449	
5709.913248	-0.267975	
5709.914906	-0.535536	
5709.916476	-0.309942	
5709.918124	-0.534803	
5709.919741	-0.336066	
5709.921353	-0.546948	
5709.922979	-0.375100	
5709.924581	-0.522102	
5709.926233	-0.419412	
5709.927818	-0.534932	
5709.929459	-0.382158	
5709.931036	-0.555496	
5709.932740	-0.468171	
5709.934275	-0.558977	
5709.935992	-0.471768	
5709.937526	-0.527794	
5709.939229	-0.487768	
5709.940746	-0.514432	
5709.942475	-0.553390	
5709.943959	-0.557676	
5709.945727	-0.613557	
5709.947217	-0.537836	
5709.948977	-0.676588	
5709.950454	-0.607877	
5709.952227	-0.593330	
5709.953707	-0.546412	
5709.955455	-0.679150	
5709.956960	-0.534819	
5709.958716	-0.678425	
5709.960240	-0.592823	
5709.961984	-0.765565	
5709.963508	-0.566055	
5709.965204	-0.758632	
5709.966749	-0.660289	
5709.968441	-0.794118	
5709.970000	-0.548145	
5709.971668	-0.825990	
5709.973246	-0.589028	
5709.974906	-0.835360	
5709.976500	-0.595308	
5709.978145	-0.842385	
5709.979752	-0.595526	
5709.981287	-0.791979	
5709.982951	-0.658021	
5709.984439	-0.792624	
5709.986167	-0.730587	
5709.987643	-0.817772	
5709.989366	-0.798617	
5709.990835	-0.775515	
5709.992526	-0.781384	
5709.994004	-0.817784	
5709.995701	-0.867901	
5709.997190	-0.787761	
5709.998873	-0.929538	
5710.000360	-0.811774	
5710.002026	-0.954107	
5710.003552	-0.854724	
5710.005186	-1.004803	
5710.006718	-0.858672	
5710.008341	-1.023909	
5710.009914	-0.848955	
5710.011489	-1.050863	
5710.013099	-0.908369	
5710.014643	-1.035310	
5710.016328	-1.032131	
5710.017811	-1.062545	
5710.019512	-1.072604	
5710.020987	-1.052873	
5710.022625	-1.145528	
5710.024110	-1.044446	
5710.025745	-1.123675	
5710.027224	-1.055359	
5710.028845	-1.177835	
