time (s)	det(V)
4772.563803	-1.855766	
4772.565375	-1.855818	
4772.566868	-1.855786	
4772.568431	-1.855782	
4772.569972	-1.855774	
4772.571572	-1.855794	
4772.573063	-1.855794	
4772.574609	-1.855810	
4772.576135	-1.855782	
4772.577689	-1.855883	
4772.579213	-1.855721	
4772.580745	-1.855693	
4772.582308	-1.855717	
4772.583833	-1.855742	
4772.585386	-1.855870	
4772.586880	-1.855766	
4772.588481	-1.855637	
4772.589975	-1.855782	
4772.591526	-1.855822	
4772.593059	-1.855790	
4772.594604	-1.855806	
4772.596140	-1.855802	
4772.597649	-1.855798	
4772.599213	-1.855838	
4772.600729	-1.855846	
4772.602304	-1.855834	
4772.603799	-1.855866	
4772.605373	-1.855931	
4772.606888	-1.855874	
4772.608467	-1.855737	
4772.609964	-1.855786	
4772.611581	-1.855665	
4772.613251	-1.855786	
4772.614831	-1.855790	
4772.616512	-1.855746	
4772.618077	-1.855588	
4772.619765	-1.855681	
4772.621318	-1.855758	
4772.623026	-1.855774	
4772.624566	-1.855766	
4772.626276	-1.855882	
4772.627763	-1.855810	
4772.629516	-1.855826	
4772.630994	-1.855878	
4772.632743	-1.855693	
4772.634228	-1.855790	
4772.635985	-1.855613	
4772.637477	-1.855774	
4772.639234	-1.855838	
4772.640732	-1.855806	
4772.642475	-1.855653	
4772.643989	-1.855858	
4772.645712	-1.855645	
4772.647238	-1.855822	
4772.648949	-1.855568	
4772.650498	-1.855737	
4772.652178	-1.855677	
4772.653739	-1.855762	
4772.655405	-1.855742	
4772.656981	-1.855729	
4772.658628	-1.855439	
4772.660223	-1.855794	
4772.661766	-1.855717	
4772.663390	-1.855774	
4772.664888	-1.855742	
4772.666569	-1.855685	
4772.668044	-1.855762	
4772.669759	-1.855746	
4772.671232	-1.855709	
4772.672931	-1.855713	
4772.674415	-1.855758	
4772.676109	-1.855613	
4772.677596	-1.855673	
4772.679309	-1.855596	
4772.680804	-1.855520	
4772.682479	-1.855629	
4772.683987	-1.855673	
4772.685620	-1.855568	
4772.687161	-1.855657	
4772.688788	-1.855645	
4772.690349	-1.855613	
4772.691920	-1.855476	
