time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4328.336578	151.295731	0.741393	-0.012983	237
4330.382457	151.263702	0.710978	-0.012870	239
4332.432277	151.268692	0.681343	-0.012738	241
4334.477666	151.275925	0.654209	-0.012683	243
4336.525958	151.276001	0.626765	-0.012437	245
4338.579754	151.261093	0.601575	-0.012068	247
4340.626608	151.315567	0.574552	-0.012071	249
4342.676265	151.265076	0.550874	-0.011811	251
4344.724349	151.336853	0.528449	-0.011457	253
4346.765089	151.369644	0.503535	-0.011224	255
4348.819488	151.308914	0.480929	-0.010957	1
4350.861907	151.306152	0.462477	-0.010662	3
4352.912892	151.327972	0.441373	-0.010354	5
4354.965498	151.335602	0.423373	-0.010147	7
4357.008665	151.396469	0.404359	-0.009944	9
4359.066928	151.393204	0.386477	-0.009713	11
4361.104576	151.461212	0.369466	-0.009342	13
4363.165288	151.469788	0.354235	-0.009066	15
4365.205283	151.539185	0.336868	-0.008872	17
4367.258330	151.480179	0.323423	-0.008456	19
4369.300777	151.468277	0.310001	-0.008238	21
4371.356610	151.542694	0.294937	-0.008197	23
4372.849697	241.121780	0.007099	-0.100000	25
4374.389480	330.747437	0.274094	-0.008114	27
4376.419504	330.845215	0.264677	-0.007860	29
4378.465284	330.888641	0.252747	-0.007405	31
4380.015832	60.263592	0.006634	-0.100000	33
4381.042247	241.593216	0.006193	-0.100000	35
