crossing time (s)	slope (V/s)	crossing number
6430.960985	22.526561	10054
6431.947063	26.881416	10055
6432.968204	21.278268	10056
6433.954403	21.816567	10057
6434.981158	25.121079	10058
6436.067966	23.543280	10059
6437.049519	22.094379	10060
6438.072169	22.119557	10061
6439.161880	20.808709	10062
6440.088192	19.465990	10063
6441.176287	19.117501	10064
6442.151235	21.424920	10065
6442.670246	-3.410085	10066
6443.217757	19.880464	10067
6444.206896	18.368109	10068
6445.265039	16.963700	10069
6446.248652	19.375355	10070
6446.785775	-4.900705	10071
6447.294180	17.890686	10072
6447.845992	-10.859464	10073
6448.297957	18.230133	10074
6449.332405	16.481572	10075
6450.373779	17.483084	10076
6451.371531	15.736011	10077
6452.367216	15.243229	10078
6453.443539	16.259407	10079
6454.456624	17.040908	10080
6455.502568	16.483018	10081
6455.958289	-5.360739	10082
6456.479437	12.399019	10083
6457.567848	16.110654	10084
6458.551460	16.961388	10085
6459.576277	13.836057	10086
6460.579131	13.923711	10087
6461.671043	14.342592	10088
6462.587556	14.524829	10089
6463.637682	13.037639	10090
6464.603972	15.436914	10091
6465.704232	13.676413	10092
6466.784216	8.515093	10093
6467.782154	12.485521	10094
6468.747291	13.214263	10095
6469.788397	13.151001	10096
6470.818866	12.002713	10097
6471.874290	9.856190	10098
6472.829512	14.100493	10099
6473.908958	9.633215	10100
6474.853601	14.443145	10101
6475.929275	9.809147	10102
6476.921950	10.730512	10103
6477.959144	11.173287	10104
6479.010036	11.376410	10105
6479.551835	-9.511265	10106
6480.045496	7.474030	10107
6481.042466	9.200809	10108
6482.048239	11.600813	10109
6483.079289	11.193391	10110
6484.144509	8.690128	10111
6485.129767	8.345109	10112
6486.173716	9.143980	10113
6487.177018	10.925906	10114
6488.238113	8.832732	10115
6489.216958	10.215748	10116
6490.270010	7.699069	10117
6491.230728	9.271847	10118
6492.305079	7.465241	10119
6493.320209	9.580192	10120
6494.340633	4.560155	10121
6495.296908	8.558635	10122
6496.367979	8.615445	10123
6497.383902	8.421550	10124
6498.422145	5.346049	10125
6499.427584	6.758361	10126
6500.477359	7.362670	10127
6501.431979	6.530353	10128
6502.535390	2.929561	10129
6503.537196	7.250674	10130
6504.526370	3.875338	10131
6505.579250	7.520585	10132
6506.559381	7.009855	10133
6507.583139	6.198142	10134
6508.648422	7.184219	10135
