crossing time (s)	slope (V/s)	crossing number
3876.064729	35.890107	5874
3877.000718	35.586521	5875
3878.030001	32.751439	5876
3879.035000	33.108355	5877
3880.072823	31.890654	5878
3880.514087	-5.443212	5879
3881.086736	29.575027	5880
3882.117457	28.313631	5881
3883.097071	28.833938	5882
3884.129958	24.047109	5883
3885.210414	23.567064	5884
3885.679992	-7.791277	5885
3886.193545	23.749301	5886
3887.217676	21.676878	5887
3888.266568	18.627024	5888
3889.256749	19.816396	5889
3890.298873	19.683066	5890
3891.333062	15.680844	5891
3892.370875	14.017194	5892
3893.363266	13.233716	5893
3894.407990	13.378036	5894
3895.390091	13.807449	5895
3896.467768	10.577838	5896
3897.435527	11.520190	5897
3897.973899	-4.995034	5898
3898.523344	13.255157	5899
3899.485863	10.194583	5900
3900.590859	10.448172	5901
3901.593346	10.212831	5902
3902.572952	8.862660	5903
3903.594980	8.911014	5904
3904.651132	8.781492	5905
3905.603867	8.306186	5906
3906.733795	8.295068	5907
3907.185104	-5.713464	5908
3907.737705	3.363156	5909
3908.753900	5.057854	5910
3909.729916	5.590333	5911
3910.776910	5.129857	5912
