time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
1939.280990	151.637863	0.936224	-0.052016	109
1941.330828	151.729736	0.842900	-0.049913	111
1942.842945	229.430893	0.051877	-0.100000	113
1944.417913	331.951080	0.713925	-0.045037	115
1946.467144	331.980652	0.637850	-0.041355	117
1948.519780	331.956177	0.569213	-0.037850	119
1950.575751	332.031464	0.507680	-0.034096	121
1952.621185	332.039276	0.450815	-0.031285	123
1954.681311	331.908020	0.401105	-0.028264	125
1956.724655	331.920074	0.358307	-0.025056	127
1958.778623	332.067322	0.318129	-0.022839	129
1960.829526	331.790039	0.282182	-0.020943	131
1962.340443	56.132305	0.017995	-0.100000	133
1963.904089	150.963638	0.236626	-0.017758	135
1965.951389	151.016510	0.209772	-0.015869	137
