time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4573.383698	331.965668	0.733174	-0.019684	199
4575.429167	331.797485	0.702710	-0.019754	201
4577.481775	331.696411	0.671999	-0.019257	203
4579.527792	331.833832	0.644651	-0.018720	205
4581.577507	332.179016	0.618233	-0.017964	207
4583.629347	332.166656	0.596193	-0.018271	209
4585.668071	331.520660	0.571350	-0.018537	211
4587.718269	331.275818	0.543336	-0.017239	213
4589.763642	331.809265	0.517629	-0.016114	215
4591.821448	332.066467	0.498205	-0.016106	217
4593.865512	331.934601	0.478775	-0.016042	219
4595.911073	331.702484	0.456125	-0.015466	221
4597.955237	331.623413	0.437475	-0.014912	223
4600.008638	331.594727	0.416098	-0.014558	225
4602.051682	331.465668	0.399162	-0.014210	227
4604.111847	331.370880	0.382222	-0.013629	229
4606.149763	331.427002	0.367503	-0.012746	231
4608.199319	331.781189	0.350762	-0.012239	233
4610.229166	332.074646	0.335915	-0.012265	235
4612.286866	341.001312	0.213305	-0.034381	237
4613.348825	143.113815	0.219526	-0.032372	239
4615.375242	152.495087	0.301630	-0.011437	241
