time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4220.720396	150.528488	0.802107	0.006858	83
4222.770694	150.446472	0.771634	0.006367	85
4224.819838	150.357147	0.741560	0.006335	87
4226.868641	145.256332	0.348898	0.038800	89
4227.873504	334.011108	0.337188	0.018975	91
4229.918699	330.645447	0.668170	0.004948	93
4231.970642	330.587921	0.638473	0.004846	95
4234.014562	330.517120	0.612323	0.004382	97
4236.063693	330.508789	0.585530	0.003997	99
4238.114067	330.472382	0.560470	0.003696	101
4240.157770	330.472748	0.535493	0.003495	103
4242.204527	330.462738	0.513005	0.003043	105
4244.250444	330.366333	0.489708	0.002912	107
4246.294866	330.341461	0.468004	0.002415	109
4248.345885	325.076416	0.269778	0.023566	111
4249.406389	150.890366	0.282413	0.004532	113
4251.446821	150.560776	0.416072	0.001861	115
4253.501574	150.627304	0.399546	0.001719	117
4255.542895	152.860596	0.221297	-0.007344	119
4256.540806	334.601196	0.232397	0.015882	121
4258.576336	330.538666	0.356080	0.001068	123
4260.637358	330.567169	0.341361	0.000952	125
4262.672299	330.578979	0.327876	0.000596	127
4264.730122	327.837280	0.209178	0.007861	129
